Emoji	Count
⛰️	4
⚗️	4
♟️	4
Ⓜ	4
⌨️	4
🫵🏼	3
🫱🏻‍🫲🏽	3
🫱🏻‍🫲🏼	3
🫱	3
🫔	3
🪰	3
🪘	3
🪒	3
🪃	3
🧰	3
🧞‍♀️	3
🧝🏻‍♀️	3
🧛🏼	3
🧚‍♀	3
🧙🏻‍♂️	3
🧘🏼‍♀️	3
🧔🏿	3
🧒🏻	3
🧑🏻‍🦰	3
🧑🏻‍💻	3
🧑🏻‍⚕️	3
🧑‍💻	3
🧑‍🌾	3
🧏🏾‍♂️	3
🧏🏽‍♀️	3
🧏	3
🧍🏽	3
🦰	3
🦚	3
🤼‍♂️	3
🤼‍♀️	3
🤹🏻‍♀️	3
🤸🏻	3
🤷🏼	3
🤴🏾	3
🤱	3
🤦🏼	3
🤜🏽	3
🤛🏾	3
🤘🏿	3
🛶	3
🛞	3
🚶🏾	3
🚠	3
🙋🏿‍♂️	3
🙋🏽‍♀️	3
🙇🏾‍♂️	3
🙇🏼	3
🙆🏻‍♂️	3
🙅🏽‍♀️	3
🖐🏼	3
🖍️	3
🕴️	3
🕣	3
🕗	3
🕎	3
🔤	3
🔏	3
💇🏼	3
💆🏽‍♀️	3
💆‍♂️	3
💅🏽	3
💁🏼‍♂️	3
👷🏽‍♂️	3
👷🏻‍♀️	3
👲🏻	3
👱🏻‍♂️	3
👮‍♂	3
👬🏻	3
👩🏽‍🎓	3
👩🏼‍🍳	3
👩🏻‍🍳	3
👩🏻‍❤️‍💋‍👨🏻	3
👩🏻‍✈️	3
👩‍🦲	3
👨🏻‍💻	3
👨🏻‍🍳	3
👨‍🦰	3
👨‍🔧	3
👨‍👧‍👧	3
👨‍👦‍👦	3
👐🏽	3
👈🏾	3
🏚	3
🏌🏾	3
🏌️	3
🏋🏾‍♂️	3
🏄🏾‍♂️	3
🏃🏾‍♀️	3
🏃🏼‍♂️	3
🏃🏼‍♀️	3
🎽	3
🌨️	3
🇹🇹	3
🇹🇩	3
🇸🇾	3
🇸🇴	3
🇸🇮	3
🇳🇪	3
🇲🇻	3
🇱🇻	3
🇱🇷	3
🇮🇴	3
🇭🇺	3
🇭🇹	3
🇧🇬	3
🇦🇬	3
🇦🇨	3
♿	3
☣	3
☝🏿	3
⏯	3
↩	3
↖️	3
#⃣	3
🫵🏾	2
🫳🏻	2
🫱🏾‍🫲🏿	2
🫰🏾	2
🪹	2
🪫	2
🪆	2
🩻	2
🧞‍♂	2
🧝	2
🧛‍♀️	2
🧚🏼	2
🧘🏿‍♂️	2
🧘🏾	2
🧘🏼‍♂️	2
🧗	2
🧑🏻‍🦲	2
🧑🏻‍🔧	2
🧑🏻‍🏫	2
🧑🏻‍🎓	2
🧑🏻‍❤️‍💋‍🧑🏾	2
🧑‍🔬	2
🧑‍🎄	2
🧑‍✈️	2
🧏🏻‍♂️	2
🧏🏻	2
🧏‍♂️	2
🧎🏽	2
🧎🏻	2
🧍🏼	2
🧆	2
🦹‍♂️	2
🦹‍♀️	2
🦸🏼‍♀️	2
🥽	2
🥷🏿	2
🥷🏼	2
🥡	2
🤾🏻‍♂️	2
🤼	2
🤸🏾‍♀️	2
🤷🏽	2
🤶🏻	2
🤵‍♂️	2
🤴🏼	2
🤴🏻	2
🤱🏽	2
🤦🏾	2
🤦🏻‍♀	2
🤦‍♀	2
🤚🏽	2
🛩️	2
🛖	2
🛋️	2
🛃	2
🚶🏿‍♀️	2
🚶🏽‍♂️	2
🚶‍♀	2
🚵‍♂️	2
🚯	2
🚎	2
🚈	2
🙎🏽	2
🙎🏼‍♂️	2
🙎🏼	2
🙎🏻‍♂️	2
🙍🏽	2
🙍🏼	2
🙍🏻‍♀️	2
🙋🏾‍♂️	2
🙋🏽	2
🗜	2
🗄	2
🗂️	2
🖨	2
🖖🏼	2
🖕🏿	2
🖐🏾	2
🕺🏿	2
🕵🏻‍♂️	2
🕵‍♂️	2
🕢	2
📭	2
📐	2
💆🏼‍♂️	2
👸🏽	2
👷‍♂️	2
👱🏼‍♀️	2
👭🏻	2
👩🏾‍🌾	2
👩🏾	2
👩🏼‍🦰	2
👩🏻‍💼	2
👩🏻‍❤️‍👨🏻	2
👩‍🦽	2
👩‍🦱	2
👩‍🦯	2
👩‍🔧	2
👩‍💼	2
👩‍⚕	2
👨🏿‍💻	2
👨🏾‍🦳	2
👨🏾‍🎓	2
👨🏽‍💻	2
👨🏻‍🦳	2
👨🏻‍🏫	2
👨🏻‍🎨	2
👨🏻‍🌾	2
👨🏻‍✈️	2
👨🏻‍⚕️	2
👨‍🦳	2
👨‍🚒	2
👨‍🔬	2
👨‍👨‍👧‍👦	2
👨‍👨‍👦	2
👨‍🎨	2
👨‍⚖️	2
👡	2
👎🏿	2
👋🏿	2
👁️‍🗨️	2
🏻	2
🏣	2
🏗	2
🏑	2
🏌🏻‍♂️	2
🏌️‍♀️	2
🏊🏾	2
🏄🏻‍♂️	2
🏄🏻	2
🎿	2
🎚️	2
🈂	2
🇿🇲	2
🇻🇮	2
🇹🇳	2
🇸🇷	2
🇸🇱	2
🇵🇦	2
🇳🇦	2
🇱🇨	2
🇰🇭	2
🇫🇯	2
🇪🇭	2
🇩🇲	2
🇨🇾	2
🇧🇸	2
🇧🇲	2
🇦🇲	2
🇦🇩	2
〽	2
✋🏾	2
⛑️	2
⚱️	2
⚧️	2
☦	2
⏺️	2
⏹️	2
⏲	2
↩️	2
↘	2
🫵🏿	1
🫴🏿	1
🫴🏼	1
🫳🏿	1
🫳🏼	1
🫱🏿‍🫲🏾	1
🫱🏼‍🫲🏽	1
🫱🏻	1
🫰🏿	1
🫅🏼	1
🫄	1
🫃🏼	1
🫃🏻	1
🪺	1
🪛	1
🩼	1
🩱	1
🧝🏾‍♀️	1
🧝🏽‍♀️	1
🧝‍♂️	1
🧝‍♀️	1
🧜🏾‍♀️	1
🧜🏻‍♂️	1
🧛🏿	1
🧛🏾	1
🧛🏻	1
🧚🏾‍♂️	1
🧚🏾‍♀️	1
🧚🏽	1
🧚🏼‍♂️	1
🧚🏻‍♀	1
🧙🏾‍♂️	1
🧙🏼	1
🧙🏻‍♀️	1
🧘🏾‍♂️	1
🧘🏻‍♂️	1
🧗🏽‍♀️	1
🧗‍♂️	1
🧖🏼‍♀️	1
🧖🏻‍♀️	1
🧕🏾	1
🧔🏾	1
🧔🏻‍♂️	1
🧔‍♂️	1
🧓🏻	1
🧓	1
🧒🏽	1
🧒🏼	1
🧑🏿‍🦳	1
🧑🏿‍⚕️	1
🧑🏾‍🌾	1
🧑🏽‍🦱	1
🧑🏽‍🤝‍🧑🏻	1
🧑🏽‍🍳	1
🧑🏼‍🦱	1
🧑🏼‍⚕️	1
🧑🏻‍🦱	1
🧑🏻‍🚒	1
🧑🏻‍✈️	1
🧑‍🦼	1
🧑‍🔧	1
🧑‍🎨	1
🧑‍⚖	1
🧑‍⚕️	1
🧏🏾‍♀️	1
🧏🏽‍♂️	1
🧏🏼‍♂️	1
🧎🏾‍♂️	1
🧍🏿‍♀️	1
🧍🏾‍♂️	1
🧍🏽‍♂️	1
🧍🏽‍♀️	1
🧍🏼‍♂️	1
🦿	1
🦽	1
🦻🏻	1
🦻	1
🦹🏻‍♂️	1
🦸🏻‍♀️	1
🦸🏻	1
🦸‍♂️	1
🦸‍♀️	1
🦶🏾	1
🦵🏽	1
🦲	1
🥷🏻	1
🥌	1
🤽‍♀️	1
🤽	1
🤹🏾	1
🤹‍♂️	1
🤸🏾‍♂️	1
🤸🏾	1
🤸🏽‍♂️	1
🤸🏽	1
🤷🏿	1
🤷‍♀	1
🤵‍♀	1
🤴🏿	1
🤳🏼	1
🤱🏼	1
🤱🏻	1
🤰🏼	1
🤦🏿‍♀️	1
🤏🏿	1
🛷	1
🛳️	1
🛤	1
🛗	1
🛕	1
🚻	1
🚶🏼‍♂️	1
🚶🏼	1
🚵🏼‍♂️	1
🚵	1
🚴🏾‍♂️	1
🚴🏼	1
🚴🏻	1
🚱	1
🚣🏽‍♀️	1
🚣🏻	1
🚣‍♂	1
🚟	1
🚞	1
🙎🏾‍♂️	1
🙎🏼‍♀️	1
🙎🏻‍♀️	1
🙍🏽‍♂️	1
🙍🏻‍♂️	1
🙋🏿	1
🙋🏻‍♀	1
🙋‍♀	1
🙇🏿‍♂️	1
🙇🏾‍♀️	1
🙇🏾	1
🙇🏽	1
🙇🏻‍♂	1
🙆🏿‍♀️	1
🙆🏾‍♀️	1
🙆🏼‍♂️	1
🙆‍♂	1
🙅🏾‍♀️	1
🙅🏽‍♂️	1
🙅🏼‍♂️	1
😶‍🌫	1
🗄️	1
🗃️	1
🗃	1
🗂	1
🖲️	1
🖖🏿	1
🖖🏽	1
🖐🏽	1
🕵🏼‍♂️	1
🕵🏻‍♀️	1
🕴🏻	1
🕧	1
🕠	1
🕜	1
🕍	1
🔣	1
🔡	1
📇	1
💇🏽‍♂️	1
💇🏼‍♀️	1
💇🏻‍♂️	1
💇‍♂️	1
💇	1
💆🏽‍♂️	1
💅🏿	1
💂🏻‍♀️	1
💂‍♂️	1
💂‍♀️	1
💁🏽	1
💁🏻	1
👸🏿	1
👷🏻‍♂️	1
👷‍♀️	1
👴🏼	1
👳🏾‍♀️	1
👳‍♀️	1
👱🏾‍♂️	1
👱🏾‍♀️	1
👱🏽‍♀️	1
👱🏼	1
👰🏽‍♀️	1
👰🏽	1
👰🏼‍♂️	1
👰🏼‍♀️	1
👰🏻‍♀	1
👯‍♀	1
👮🏻‍♀️	1
👮‍♀	1
👭🏾	1
👫🏾	1
👫🏼	1
👫🏻	1
👩🏾‍🦱	1
👩🏾‍🦯	1
👩🏾‍💻	1
👩🏽‍🦱	1
👩🏽‍🦯	1
👩🏽‍🤝‍👩🏾	1
👩🏽‍💼	1
👩🏽‍🍼	1
👩🏽‍❤️‍💋‍👨🏻	1
👩🏼‍🦲	1
👩🏼‍🦱	1
👩🏼‍🚒	1
👩🏼‍🔬	1
👩🏼‍💻	1
👩🏼‍❤️‍💋‍👩🏽	1
👩🏼‍✈️	1
👩🏼‍⚕️	1
👩🏻‍🦱	1
👩🏻‍🎨	1
👩🏻‍🍼	1
👩🏻‍🌾	1
👩🏻‍❤️‍💋‍👩🏻	1
👩🏻‍❤️‍👨🏾	1
👩🏻‍❤️‍👨🏼	1
👩🏻‍⚖️	1
👩‍🚒	1
👩‍🚀	1
👩‍👩‍👧‍👧	1
👩‍🏭	1
👩‍❤‍👨	1
👩‍✈️	1
👩‍⚖️	1
👨🏿‍🍳	1
👨🏾‍🏫	1
👨🏾‍🍳	1
👨🏾‍🌾	1
👨🏾‍⚕️	1
👨🏾	1
👨🏽‍🦯	1
👨🏽‍🏫	1
👨🏽‍🍳	1
👨🏽‍🌾	1
👨🏼‍🦰	1
👨🏼	1
👨🏻‍🦲	1
👨🏻‍🦰	1
👨🏻‍🚀	1
👨🏻‍🔧	1
👨🏻‍💼	1
👨🏻‍🍼	1
👨‍💼	1
👨‍👧	1
👨‍⚕	1
👧🏿	1
👦🏽	1
👝	1
👆🏽	1
👃🏽	1
👃🏻	1
👂🏿	1
🏿	1
🏼	1
🏒	1
🏌🏼‍♂️	1
🏌️‍♂️	1
🏌‍♀️	1
🏌	1
🏋🏽‍♂️	1
🏋🏻‍♂️	1
🏊🏿	1
🏊🏻‍♂	1
🏄🏿‍♂️	1
🏄🏾‍♀️	1
🏄🏽‍♂️	1
🏄‍♀	1
🏃🏾‍♂️	1
🏃🏼	1
🏃‍♂	1
🎚	1
🎅🏿	1
🎅🏼	1
🎅🏻	1
🈷	1
🈴	1
🈲	1
🇽🇰	1
🇻🇬	1
🇻🇨	1
🇻🇦	1
🇺🇳	1
🇹🇱	1
🇹🇨	1
🇸🇸	1
🇷🇪	1
🇵🇼	1
🇴🇲	1
🇲🇴	1
🇲🇰	1
🇱🇰	1
🇱🇧	1
🇰🇳	1
🇰🇬	1
🇯🇴	1
🇬🇾	1
🇬🇺	1
🇬🇳	1
🇬🇩	1
🇨🇻	1
🇨🇬	1
🇧🇻	1
🇧🇹	1
🇧🇮	1
🇧🇧	1
🇦🇴	1
🇦🇱	1
🆎	1
✋🏿	1
⛹🏾‍♀️	1
⛹🏽‍♂️	1
⛹🏼‍♀️	1
⛹🏻‍♂️	1
⛹🏻‍♀️	1
⛹️	1
⛹‍♀️	1
⛷	1
⛎	1
⚛	1
⚗	1
☮	1
☦️	1
⏸	1
⏯️	1
⏭️	1
↖	1
